Title,Links_antes_REFERENCES,Links_depois_REFERENCES,DOI,Artifact Available,Artifact Reusable,Artifact Functional
FuzzInMem: Fuzzing Programs via In-memory Structures,,https://github.com/d0c-s4vage/gramfuzz.;https://github.com/google/fuzzer-test-suite.,https://dl.acm.org/doi/10.1145/3597503.3639172,False,False,False
Extrapolating Coverage Rate in Greybox Fuzzing,https://github.com/google/AFL/tree/master/testcases,,https://dl.acm.org/doi/10.1145/3597503.3639198,True,True,False
CERT: Finding Performance Issues in Database Systems Through the Lens of Cardinality Estimation,https://github.com/sqlancer/sqlancer/issues/822;https://github.com/pingcap/tidb/issues;https://github.com/cockroachdb/cockroach/issues;https://github.com/cockroachdb/cockroach/issues/89060;https://github.com/sqlancer/sqlancer/releases/tag/v2.0.0;https://zenodo.org/records/10476847.,https://github.com/anse1/sqlsmith.,https://dl.acm.org/doi/10.1145/3597503.3639076,True,False,False
Optimistic Prediction of Synchronization-Reversal Data Races,,https://github.com/ALFA-group/RaceInjector-;https://github.com/umangm/rapid.;https://zenodo.org/records/10437347.,https://dl.acm.org/doi/10.1145/3597503.3639099,True,True,False
Mozi: Discovering DBMS Bugs via Configuration-Based Equivalent Transformation,,https://github.com/sqlancer/sqlancer.;https://github.com/anse1/sqlsmith,https://dl.acm.org/doi/10.1145/3597503.3639112,False,False,False
FlakeSync: Automatically Repairing Async Flaky Tests,https://zenodo.org/records/10460139.,https://github.com/apache/shardingsphere-elasticjob/pull/2242.;https://github.com/idflakies/iDFlakies.;https://github.com/apache/incubator-uniffle/pull/1023.;https://github.com/Accenture/mercury/pull/136.;https://github.com/TestingResearchIllinois/NonDex.;https://github.com/franklinbill/InputBlaster,https://dl.acm.org/doi/10.1145/3597503.3639115,True,True,False
Testing the Limits: Unusual Text Inputs Generation for Mobile App Crash Detection with Large Language Model,,,https://dl.acm.org/doi/10.1145/3597503.3639118,False,False,False
Towards Finding Accounting Errors in Smart Contracts,,https://github.com/ConsenSys/mythril;https://github.com/ZhangZhuoSJTU/Web3Bugs/tree/;https://github.com/NioTheFirst/ScType/blob/;https://github.com/ZhangZhuoSJTU/Web3Bugs/;https://github.com/ZhangZhuoSJTU/Web3Bugs/tree/main/;https://github.com/ZhangZhuoSJTU/Web3Bugs/,https://dl.acm.org/doi/10.1145/3597503.3639128,True,True,False
MultiTest: Physical-Aware Object Insertion for Testing Multi-sensor Fusion Perception Systems,https://github.com/vinthony/S2CRNet-demos,https://github.com/commaai/openpilot.,https://dl.acm.org/doi/10.1145/3597503.3639191,False,False,False
JLeaks: A Featured Resource Leak Repository Collected From Hundreds of Open-Source Java Projects,https://github.com/Dcollectors/JLeaks,https://github.com/facebook/infer.;https://github.com/pmd/pmd.;https://github.com/dair-ai/Prompt-,https://dl.acm.org/doi/10.1145/3597503.3639162,False,False,False
S3C: Spatial Semantic Scene Coverage for Autonomous Vehicles,https://github.com/less-lab-uva/s3c,https://github.com/SullyChen/driving-;https://github.com/udacity/self-driving-car;https://github.com/facebookresearch/detectron2.,https://dl.acm.org/doi/10.1145/3597503.3639178,True,True,False
FlashSyn: Flash Loan Attack Synthesis via Counter Example Driven Approximation,https://github.com/FlashSyn-Artifact/FlashSyn-Artifact-ICSE24;https://zenodo.org/records/10458602;https://github.com/ConsenSys/mythril.;https://github.com/foundry-rs/foundry/.,,https://dl.acm.org/doi/10.1145/3597503.3639190,True,True,False
Testing Graph Database Systems via Equivalent Query Rewriting,https://github.com/RedisGraph/RedisGraph/issues/3093;https://github.com/memgraph/memgraph/issues/948;https://github.com/RedisGraph/RedisGraph/issues/3100;https://github.com/RedisGraph/RedisGraph/issues/3091,https://github.com/CUHK-Shenzhen-SE/GRev;https://github.com/tinkerpop/blueprints/wiki/,https://dl.acm.org/doi/10.1145/3597503.3639200,False,False,False
ROSInfer: Statically Inferring Behavioral Component Models for ROS-based Robotics Systems,https://github.com/cmu-rss-lab/rosdiscover-evaluation,https://zenodo.org/records/10473926;https://github.com/BaseXdb/basex/issues/2188,https://dl.acm.org/doi/10.1145/3597503.3639206,False,False,False
Finding XPath Bugs in XML Document Processors via Differential Testing,https://github.com/eXist-db/exist/issues/4830;https://github.com/BaseXdb/basex/issues/2190;https://github.com/BaseXdb/basex/issues/2220;https://github.com/eXist-db/exist/issues/4830;https://github.com/BaseXdb/basex/issues/2222,,https://dl.acm.org/doi/10.1145/3597503.3639208,True,True,False
Sedar: Obtaining High-Quality Seeds for DBMS Fuzzing via Cross-DBMS SQL Transfer,,https://github.com/duckdb/duckdb-fuzzer/;https://github.com/mysql/mysql-server.;https://github.com/postgres/postgres.;https://github.com/anse1/sqlsmith;https://github.com/THUDM/;https://github.com/sqlite/sqlite.,https://dl.acm.org/doi/10.1145/3597503.3639210,False,False,False
Automatically Detecting Reflow Accessibility Issues in Responsive Web Pages,,https://zenodo.org/records/10140605.,https://dl.acm.org/doi/10.1145/3597503.3639229,False,True,False
Towards More Practical Automation of Vulnerability Assessment,,https://github.com/gitblit-org/gitblit/issues/1410.;https://github.com/MaxHalford/prince,https://dl.acm.org/doi/10.1145/3597503.3639110,False,False,False
VGX: Large-Scale Sample Generation for Boosting Learning-Based Software Vulnerability Analyses,,https://github.com/the-tcpdump-group/tcpdump/;https://github.com/bukhalo/openbsd-src/commit/;https://github.com/rawstudio/rawstudio/commit/;https://github.com/tree-sitter/tree-sitter.,https://dl.acm.org/doi/10.1145/3597503.3639116,True,True,False
MalCertain: Enhancing Deep Neural Network Based Android Malware Detection by Tackling Prediction Uncertainty,,,https://dl.acm.org/doi/10.1145/3597503.3639122,False,False,False
Pre-training by Predicting Program Dependencies for Vulnerability Analysis Tasks,,https://github.com/ZJU-CTAG/PDBERT.,https://dl.acm.org/doi/10.1145/3597503.3639142,False,False,False
Investigating White-Box Attacks for On-Device Models,https://github.com/zhoumingyi/REOM,https://github.com/facebookarchive/models.,https://dl.acm.org/doi/10.1145/3597503.3639144,False,False,False
Towards Causal Deep Learning for Vulnerability Detection,https://figshare.com/s/0ffda320dcb96c249ef2.;https://github.com/pytorch/pytorch;https://github.com/huggingface/transformers;https://github.com/microsoft/CodeBERT,,https://dl.acm.org/doi/10.1145/3597503.3639170,False,False,False
MetaLog: Generalizable Cross-System Anomaly Detection from Logs with Meta-Learning,https://github.com/jia-tong-FINE/MetaLog.,https://github.com/CocaVul/Coca,https://dl.acm.org/doi/10.1145/3597503.3639205,False,False,False
Coca: Improving and Explaining Graph Neural Network-Based Vulnerability Detection Systems,https://github.com/openssl/openssl/blob/9b10986d7742a5105ac8c5f4eba8b103caf57ae9/,https://github.com/,https://dl.acm.org/doi/10.1145/3597503.3639168,False,False,False
Improving Smart Contract Security with Contrastive Learning-based Vulnerability Detection,,https://github.com/CGCL-,https://dl.acm.org/doi/10.1145/3597503.3639173,False,False,False
On the Effectiveness of Function-Level Vulnerability Detectors for Inter-Procedural Vulnerabilities,,,https://dl.acm.org/doi/10.1145/3597503.3639218,False,False,False
A User-centered Security Evaluation of Copilot,https://github.com/,https://github.com/github/codeql;https://github.com/,https://dl.acm.org/doi/10.1145/3597503.3639154,False,False,False
An Empirical Study on Oculus Virtual Reality Applications: Security and Privacy Perspectives,,https://github.com/dnSpy/dnSpy,https://dl.acm.org/doi/10.1145/3597503.3639082,False,False,False
Fairness Improvement with Multiple Protected Attributes: How Far Are We?,,https://github.com/propublica/compas-analysis.,https://dl.acm.org/doi/10.1145/3597503.3639083,True,False,False
An Empirical Study of Data Disruption by Ransomware Attacks,https://github.com/THU-WingTecher/MarauderMap.;https://github.com/m1-,"https://github.com/microsoft/Detours,",https://dl.acm.org/doi/10.1145/3597503.3639090,False,False,False
Identifying Affected Libraries and Their Ecosystems for Open Source Software Vulnerabilities,,https://github.com/pypa/packaging;https://github.com/spring-projects/spring-framework/commit/;https://github.com/spring-projects/spring-framework/commit/;https://github.com/github/advisory-database/commit/21baa3d,https://dl.acm.org/doi/10.1145/3597503.3639582,False,False,False
Understanding Transaction Bugs in Database Systems,https://github.com/tcse-iscas/TXBug.,https://github.com/cockroachdb/cockroach/issues/.;https://github.com/anse1/sqlsmith.;https://github.com/pingcap/tidb/issues/.;https://zenodo.org/;https://zenodo.org/records/,https://dl.acm.org/doi/10.1145/3597503.3639207,True,False,False
Curiosity-Driven Testing for Sequential Decision-Making Process,https://figshare.com/s/6d7a984f6ef797904d4b.,https://github.com/DLR-RM/rlbaselines3-,https://dl.acm.org/doi/10.1145/3597503.3639149,False,False,False
GPTScan: Detecting Logic Vulnerabilities in Smart Contracts by Combining GPT with Program Analysis,,https://github.com/code-423n4/2021-11-yaxis;https://github.com/crytic/crytic-compile;https://github.com/ZhangZhuoSJTU/Web3Bugs;https://github.com/Consensys/mythril;https://github.com/code-423n4/2022-04-jpegd-findings/issues/12;https://github.com/code-423n4/2022-04-backd;https://github.com/code-423n4/2022-04-backd-findings/issues/36;https://github.com/code-423n4/2022-05-backd/blob/;https://github.com/openai/tiktoken;https://github.com/;https://github.com/GreyDGL/PentestGPT,https://dl.acm.org/doi/10.1145/3597503.3639117,False,False,False
PS3: Precise Patch Presence Test based on Semantic Symbolic Signature,,https://github.com/oalieno/asm2vec-pytorch;https://github.com/Qi-Zhan/ps3;https://github.com/Z-Zhijie/PrettySmart,https://dl.acm.org/doi/10.1145/3597503.3639134,False,False,False
PrettySmart: Detecting Permission Re-delegation Vulnerability for Token Behaviors in Smart Contracts,,https://github.com/eveem-;https://github.com/HuantWang/CONCOCTION.,https://dl.acm.org/doi/10.1145/3597503.3639140,False,False,False
Combining Structured Static Code Information and Dynamic Symbolic Traces for Software Vulnerability Prediction,https://github.com/HuantWang/CONCOCTION/blob/main/,https://github.com/google/oss-fuzz.;https://github.com/ConsenSys/mythril,https://dl.acm.org/doi/10.1145/3597503.3639212,True,True,False
Safeguarding DeFi Smart Contracts against Oracle Deviations,,https://github.com/dydxprotocol/solo/releases/tag/v0.41.0.;https://github.com/yearn/yearn-security/blob/;https://github.com/aave/protocol-v2/tree/master.;https://github.com/calvwang9/oracle-;https://github.com/compound-finance/;https://github.com/dforce-network/;https://github.com/euler-xyz/euler-contracts.;https://github.com/ethereum/solidity;https://github.com/crytic/;https://github.com/Optimus-He/MalwareTotal,https://dl.acm.org/doi/10.1145/3597503.3639225,True,True,False
MalwareTotal: Multi-Faceted and Sequence-Aware Bypass Tactics against Static Malware Detection,,https://github.com/erocarrera/pefile;https://github.com/pralab/toucanstrike,https://dl.acm.org/doi/10.1145/3597503.3639141,False,False,False
Semantic-Enhanced Static Vulnerability Detection in Baseband Firmware,,https://github.com/nltk/nltk.;https://zenodo.org/record/6516030/.;https://github.com/FirmWire/ghidra.;https://github.com/grant-h/;https://github.com/KeenSecurityLab/;https://github.com/NationalSecurityAgency/ghidra.,https://dl.acm.org/doi/10.1145/3597503.3639158,True,True,False
CSChecker: Revisiting GDPR and CCPA Compliance of Cookie Banners on the Web,https://github.com/anudeepND/blacklist,https://github.com/;https://github.com/InteractiveAdvertisingBureau/;https://github.com/google/cld3.;https://github.com/pde/tosback2..;https://github.com/InteractiveAdvertisingBureau/,https://dl.acm.org/doi/10.1145/3597503.3639159,True,False,False
Raisin: Identifying Rare Sensitive Functions for Bug Detection,https://github.com/jlgithub66/rarefunctions.;https://github.com/torvalds/linux/commit/.,https://github.com/ShiftLeftSecurity/fuzzyc2cpg.,https://dl.acm.org/doi/10.1145/3597503.3639165,False,False,False
REDriver: Runtime Enforcement for Autonomous Vehicles,,https://github.com/ApolloAuto/apollo/releases/tag/v6.;https://github.com/ApolloAuto/apollo/releases/tag/v7.,https://dl.acm.org/doi/10.1145/3597503.3639151,False,False,False
Scalable Relational Analysis via Relational Bound Propagation,,https://github.com/AlloyTools/models.,https://dl.acm.org/doi/10.1145/3597503.3639171,False,False,False
Translation Validation for JIT Compiler in the V8 JavaScript Engine,https://github.com/llvm/llvm-project/issues/63388,https://github.com/MozillaSecurity/funfuzz;https://github.com/googleprojectzero/fuzzilli,https://dl.acm.org/doi/10.1145/3597503.3639189,True,True,False
Verifying Declarative Smart Contracts,,"https://github.com/ethereum/;https://github.com/OpenZeppelin/openzeppelin-contracts,;https://github.com/;https://github.com/eth-sri/;https://github.com/Z3Prover/z3,;https://github.com/ethereum/act,;https://github.com/ConsenSys/Scribble,;https://github.com/kupl/VeriSmart-public/",https://dl.acm.org/doi/10.1145/3597503.3639203,True,False,False
ChatGPT Incorrectness Detection in Software Reviews,,https://github.com/minaoar/;https://github.com/vcu-swim-lab/SE-,https://dl.acm.org/doi/10.1145/3597503.3639194,False,False,False
Uncovering the Causes of Emotions in Software Developer Communication Using Zero-shot LLMs,https://github.com/tensorflow/tensorflow,,https://dl.acm.org/doi/10.1145/3597503.3639223,False,False,False
How Far Are We? The Triumphs and Trials of Generative AI in Learning Software Engineering,https://zenodo.org/record/8193821,,https://dl.acm.org/doi/10.1145/3597503.3639201,False,False,False
Property-Based Testing in Practice,,https://github.com/;https://github.com/google/;https://github.com/hammad-a/ICSE24_TMS.,https://dl.acm.org/doi/10.1145/3597503.3639581,False,False,False
Unraveling the Drivers of Sense of Belonging in Software Delivery Teams: Insights from a Large-Scale Survey,,https://figshare.com/s/b148aec7aeaa7c30c153.;https://github.com/sponsors/;https://github.com/[username;https://github.com/PJSoftCo;https://github.com/nayafia/lemonade-stand.;https://github.com/;https://github.com/,https://dl.acm.org/doi/10.1145/3597503.3639119,False,False,False
A Theory of Scientific Programming Efficacy,,https://github.com/CelloCorgi/CannabisObservationalStudy.;https://github.com/;https://github.com/rust-;https://figshare.com/s/896f686cda5935561d2c,https://dl.acm.org/doi/10.1145/3597503.3639139,True,False,False
Barriers for Students During Code Change Comprehension,https://zenodo.org/records/10145856.,https://github.com/AdvertisementAccessibility/Advertisement-;https://github.com/kif-framework/KIF;https://github.com/;https://github.com/Nada-Nasser/Money-Manager-App,https://dl.acm.org/doi/10.1145/3597503.3639227,False,False,False
DeepLSH: Deep Locality-Sensitive Hash Learning for Fast and Efficient Near-Duplicate Crash Report Detection,https://github.com/RemilYoucef/deep-locality-sensitive-hashing,,https://dl.acm.org/doi/10.1145/3597503.3639146,False,False,False
DivLog: Log Parsing with Prompt Enhanced In-Context Learning,https://github.com/logpai/logparser,https://github.com/logpai/loghub.;https://github.com/anonymous-77400046/vulnerability_file_trace.git;https://github.com/openai/gpt-2-output-dataset;https://github.com/advisories.;https://github.com/torvalds/linux.;https://github.com/nodejs/security-wg.,https://dl.acm.org/doi/10.1145/3597503.3639155,False,False,False
Demystifying and Detecting Misuses of Deep Learning APIs,,,https://dl.acm.org/doi/10.1145/3597503.3639177,False,False,False
Less is More? An Empirical Study on Configuration Issues in Python PyPI Ecosystem,https://github.com/JohnnyPeng18/PyConf.,https://github.com/pfnet/pfrl.;https://github.com/bndr/pipreqs.;https://github.com/pfnet/pfrl/issues/172;https://github.com/pfnet/pfrl/issues/172.;https://github.com/tox-dev/pipdeptree;https://github.com/tox-dev/pipdeptree.,https://dl.acm.org/doi/10.1145/3597503.3639077,False,False,False
Data-Driven Evidence-Based Syntactic Sugar Design,,,https://dl.acm.org/doi/10.1145/3597503.3639580,True,True,False
Revisiting Android App Categorization,https://github.com/JoMingyu/google-play-scraper;https://github.com/Trustworthy-Software/Revisiting-Android-,https://github.com/androguard/androguard.;https://github.com/openai/openai-cookbook/blob/main/examples/,https://dl.acm.org/doi/10.1145/3597503.3639094,True,True,False
Are Your Requests Your True Needs? Checking Excessive Data Collection in VPA App,,https://github.com/UQ-Trust-,https://dl.acm.org/doi/10.1145/3597503.3639107,False,False,False
MiniMon: Minimizing Android Applications with Intelligent Monitoring-Based Debloating,https://zenodo.org/doi/10.5281/zenodo.,https://github.com/eliorc/node2vec,https://dl.acm.org/doi/10.1145/3597503.3639113,False,False,False
Shedding Light on Software Engineering-specific Metaphors and Idioms,https://github.com/chipsalliance/chisel/pull/3352#issuecomment-1593479230;https://github.com/adamit24/countdownClass/issues/1;https://github.com/drupal-code-builder/drupal-code-builder/issues/165;https://github.com/godotengine/godot/issues/77480#issue-1726201628;https://github.com/conwid/VSCleanBin/issues/2#issuecomment-571094076;https://github.com/canjs/canjs/pull/3286,,https://dl.acm.org/doi/10.1145/3597503.3639585,False,False,False
Empirical Study of the Docker Smells Impact on the Image Size,,https://github.com/docker/docker-bench-security.;https://github.com/;https://github.com/;https://github.com/tdurieux/docker-;https://github.com/;https://github.com/hadolint/hadolint.;https://github.com/mvanholsteijn/strip-docker-image.;https://github.com/SageSELab/MotorEase.;https://zenodo.org/doi/10.5281/zenodo.10460700.,https://dl.acm.org/doi/10.1145/3597503.3639143,True,True,False
An Exploratory Investigation of Log Anomalies in Unmanned Aerial Vehicles,,https://github.com/PX4/;https://github.com/PX4/;https://github.com/PX4/;https://github.com/PX4/;https://github.com/PX4/;https://github.com/PX4/;https://github.com/PX4/;https://github.com/PX4/;https://github.com/PX4/;https://github.com/PX4/;https://github.com/PX4/;https://github.com/PX4/;https://github.com/PX4/;https://github.com/PX4/;https://github.com/PX4/;https://github.com/PX4/,https://dl.acm.org/doi/10.1145/3597503.3639186,False,False,False
ModuleGuard: Understanding and Detecting Module Conflicts in Python Ecosystem,,https://github.com/;https://github.com/;https://github.com/opendatateam/cookiecutter-udata-plugin/issues/3;https://github.com/pypa/pip/issues/;https://github.com/pypa/pip/issues/;https://github.com/;https://github.com/,https://dl.acm.org/doi/10.1145/3597503.3639221,False,False,False
Empirical Analysis of Vulnerabilities Life Cycle in Golang Ecosystem,,https://github.com/dependabot;https://github.com/dependabot/dependabot-core/blob/main/go_modules/;https://github.com/dependabot/dependabot-core/blob/main/go_modules/;https://github.com/advisories,https://dl.acm.org/doi/10.1145/3597503.3639230,False,False,False
ReFAIR: Toward a Context-Aware Recommender for Fairness Requirements Engineering,,https://github.com/acmsigsoft/EmpiricalStandards.;https://github.com/shankarpandala/lazypredict,https://dl.acm.org/doi/10.1145/3597503.3639185,False,False,False
Analyzing and Debugging Normative Requirements via Satisfiability Checking,,https://github.com/NickF0211/,https://dl.acm.org/doi/10.1145/3597503.3639093,False,False,False
Recovering Trace Links Between Software Documentation And Code,"https://github.com/huiAlex/TAROT,;https://github.com/tobhey/finegrained-traceability;https://github.com/jinfenglin/TraceBERT",,https://dl.acm.org/doi/10.1145/3597503.3639130,True,True,False
TRIAD: Automated Traceability Recovery based on Biterm-enhanced Deduction of Transitive Links among Artifacts,,https://github.com/huiAlex/TRIAD.,https://dl.acm.org/doi/10.1145/3597503.3639164,True,True,False
Prism: Decomposing Program Semantics for Code Clone Detection through Compilation,https://github.com/NKU-EmbeddedSystem/Prism.,https://github.com/features/copilot.;https://github.com/antonio-mastropaolo/code-;https://github.com/tensorflow/models/tree/archive/,https://dl.acm.org/doi/10.1145/3597503.3639129,False,False,False
Are Prompt Engineering and TODO Comments Friends or Foes? An Evaluation on GitHub Copilot,,https://github.com/features/copilot,https://dl.acm.org/doi/10.1145/3597503.3639176,True,True,False
DSFM: Enhancing Functional Code Clone Detection with Deep Subtree Interactions,https://github.com/c2nes/javalang;https://github.com/eliben/pycparser;https://github.com/xu-zhiwei/DSFM.,,https://dl.acm.org/doi/10.1145/3597503.3639215,False,False,False
Machine Learning is All You Need: A Simple Token-based Approach for Effective Code Clone Detection,,https://github.com/clonebench/BigCloneBench.;https://github.com/CGCL-codes/Toma/.,https://dl.acm.org/doi/10.1145/3597503.3639114,False,False,False
Cross-Inlining Binary Function Similarity Detection,,https://github.com/Cisco-Talos/;https://github.com/island255/cross-inlining_,https://dl.acm.org/doi/10.1145/3597503.3639080,False,False,False
BinaryAI: Binary Software Composition Analysis via Intelligent Binary Source Code Matching,,"https://github.com/;https://github.com/tree-sitter/tree-sitter.;https://github.com/;https://github.com/pan2013e/ppt4j;https://github.com/FusionAuth/fusionauth-jwt,;https://github.com/pan2013e/ppt4j",https://dl.acm.org/doi/10.1145/3597503.3639100,False,False,False
Compiler-directed Migrating API Callsite of Client Code,https://github.com/drhaozhong/libcatch.,https://github.com/gaoxiang9430/APIFix/issues/1.;https://github.com/gaoxiang9430/APIFix/blob/master/doc/;https://github.com/apache/lucene/network/;https://github.com/apache/gora/commit/;https://github.com/apache/maven-;https://github.com/brutusin/;https://github.com/pvoosten/explicit-semantic-,https://dl.acm.org/doi/10.1145/3597503.3639084,False,False,False
Hard to Read and Understand Pythonic Idioms? DeIdiom and Explain Them in Non-Idiomatic Equivalent Code,,https://github.com/chen-zirui/TestMigration,https://dl.acm.org/doi/10.1145/3597503.3639101,False,False,False
Exploiting Library Vulnerability via Migration Based Automating Test Generation,https://github.com/gousiosg/java-callgraph,https://github.com/,https://dl.acm.org/doi/10.1145/3597503.3639583,False,False,False
MUT: Human-in-the-Loop Unit Test Migration,https://github.com/testmigrator/mut,https://github.com/boostorg/algorithm.;https://github.com/boostorg/date_time.;https://github.com/apache/commons-lang.;https://github.com/jeremydumais/CPP-;https://github.com/Keshav0907/;https://github.com/fishercoder1534/Leetcode.;https://github.com/google/googletest.;https://github.com/JodaOrg/joda-time.;https://github.com/mindflower/JsonParser.;https://github.com/josexy/jsontest.;https://github.com/jhy/jsoup.;https://github.com/junit-team/junit4.;https://github.com/nicmcd/libstrop.;https://github.com/luliyucoordinate/;https://github.com/ralfstx/minimal-json.;https://github.com/mylogin/htmlparser.;https://github.com/rangerlee/htmlparser.,https://dl.acm.org/doi/10.1145/3597503.3639124,False,False,False
Streamlining Java Programming: Uncovering Well-Formed Idioms with IdioMine,,https://github.com/rwaldron/idiomatic.js/.;https://github.com/jeffkit/rabbitmq-benchmark/blob/Producer.java#L53.;https://github.com/structr/structr/blob/0.4.9/structr/structr-core/src/main/;https://github.com/Yanming-Yang/idioMine.;https://github.com/c2nes/javalang.;https://github.com/tesseract-ocr/tesseract/wiki.;https://github.com/codinguser/gnucash-android.;https://github.com/mozilla-mobile/focus-android.;https://github.com/barbeau/gpstest.;https://github.com/Swati4star/Images-to-PDF.;https://github.com/kubernetes/kubernetes/pull/99561;https://zenodo.org/records/10499104;https://github.com/github-linguist/linguist;https://github.com/kubernetes/kubernetes;https://github.com/reddit/baseplate.go;https://github.com/berty/berty/commit/14a03463751db6bc7514964d12444e3c42be87c4;https://github.com/berty/berty/pull/2127;https://github.com/kubernetes/test-infra/pull/23693;https://github.com/kubernetes/test-infra/issues/23796;https://github.com/microsoft/tensorflow-directml-plugin/pull/46/commits/;https://github.com/microsoft/tensorflow-directml-plugin/pull/46;https://github.com/facebookresearch/CompilerGym/issues/506#issuecomment-;https://github.com/facebookresearch/CompilerGym/pull/478;https://github.com/joneshf/terraform-provider-openwrt/pull/3;https://github.com/cortexproject/cortex/pull/652;https://github.com/cortexproject/cortex/pull/903;https://github.com/cortexproject/cortex/pull/652#issuecomment-397822795;https://github.com/skypjack/entt/issues/287;https://github.com/skypjack/entt/commit/90798c161b08a0ec24da268267d58b3d327bf776;https://github.com/skypjack/entt/commit/99f81e82d57fbe21e18e1f2ff26e37363b8992d2;https://github.com/skypjack/entt/pull/430;https://github.com/kubernetes/kubernetes/issues/88553;https://github.com/skypjack/entt/issues/287;https://github.com/kubernetes/kubernetes/commit/;https://github.com/pipe-cd/pipecd/commit/6e8eb9b294f7a27422039beec0cc1b50886996df;https://github.com/pipe-cd/pipecd/issues/1634;https://github.com/quantumlib/Cirq/issues/4280;https://github.com/istio/test-infra/pull/4116;https://github.com/istio/test-infra/issues/1580;https://github.com/kubernetes/kubernetes;https://github.com/kubernetes/test-infra/pull/26039;https://github.com/istio/test-infra/pull/4116;https://github.com/cert-manager/cert-manager/issues/4030;https://github.com/googleforgames/open-saves/pull/41#issuecomment-;https://github.com/firedancer-io/firedancer/blob/main/doc/getting-started.md;https://github.com/magefile/mage;https://github.com/brendanhay/amazonka/pull/899;https://github.com/github-linguist/linguist/releases/tag/v2.10.10;https://github.com/grab/Grazel;https://github.com/kubernetes/kubernetes/pull/99561/files,https://dl.acm.org/doi/10.1145/3597503.3639135,False,False,False
Scaling Code Pattern Inference with Interactive What-If Analysis,,https://github.com/UCLA-SEAL/SURF.,https://dl.acm.org/doi/10.1145/3597503.3639193,True,True,False
Context-Aware Name Recommendation for Field Renaming,,https://github.com/Alluxio/alluxio/commit/;https://github.com/iluwatar/java-design-;https://github.com/openjdk/jdk/;https://github.com/DongChunHao/CARER;https://github.com/kingoflolz/mesh-;https://github.com/sodium49/CNEPS-public;https://github.com/universal-ctags/ctags,https://dl.acm.org/doi/10.1145/3597503.3639195,False,False,False
