Title,DOI,Artifact Available,Artifact Reusable,Artifact Functional
Are Prompt Engineering and TODO Comments Friends or Foes? An Evaluation on GitHub Copilot,https://dl.acm.org/doi/10.1145/3597503.3639176,True,True,False
Automatic Semantic Augmentation of Language Model Prompts (for Code Summarization),https://dl.acm.org/doi/10.1145/3597503.3639183,False,False,False
DSFM: Enhancing Functional Code Clone Detection with Deep Subtree Interactions,https://dl.acm.org/doi/10.1145/3597503.3639215,False,False,False
Machine Learning is All You Need: A Simple Token-based Approach for Effective Code Clone Detection,https://dl.acm.org/doi/10.1145/3597503.3639114,False,False,False
Cross-Inlining Binary Function Similarity Detection,https://dl.acm.org/doi/10.1145/3597503.3639080,False,False,False
BinaryAI: Binary Software Composition Analysis via Intelligent Binary Source Code Matching,https://dl.acm.org/doi/10.1145/3597503.3639100,False,False,False
PPT4J: Patch Presence Test for Java Binaries,https://dl.acm.org/doi/10.1145/3597503.3639231,True,True,False
Compiler-directed Migrating API Callsite of Client Code,https://dl.acm.org/doi/10.1145/3597503.3639084,False,False,False
Hard to Read and Understand Pythonic Idioms? DeIdiom and Explain Them in Non-Idiomatic Equivalent Code,https://dl.acm.org/doi/10.1145/3597503.3639101,False,False,False
Exploiting Library Vulnerability via Migration Based Automating Test Generation,https://dl.acm.org/doi/10.1145/3597503.3639583,False,False,False
MUT: Human-in-the-Loop Unit Test Migration,https://dl.acm.org/doi/10.1145/3597503.3639124,False,False,False
Streamlining Java Programming: Uncovering Well-Formed Idioms with IdioMine,https://dl.acm.org/doi/10.1145/3597503.3639135,False,False,False
"Fine-grained, accurate and scalable source differencing",https://dl.acm.org/doi/10.1145/3597503.3639148,False,False,False
Semantic GUI Scene Learning and Video Alignment for Detecting Duplicate Video-based Bug Reports,https://dl.acm.org/doi/10.1145/3597503.3639163,True,True,False
The Classics Never Go Out of Style: An Empirical Study of Downgrades from the Bazel Build Technology,https://dl.acm.org/doi/10.1145/3597503.3639169,True,True,False
Scaling Code Pattern Inference with Interactive What-If Analysis,https://dl.acm.org/doi/10.1145/3597503.3639193,True,True,False
Context-Aware Name Recommendation for Field Renaming,https://dl.acm.org/doi/10.1145/3597503.3639195,False,False,False
CNEPS: A Precise Approach for Examining Dependencies among Third-Party C/C++ Open-Source Components,https://dl.acm.org/doi/10.1145/3597503.3639209,True,True,False
A Study on the Pythonic Functional Constructs' Understandability,https://dl.acm.org/doi/10.1145/3597503.3639211,True,True,False
